id_doctor,nombre,especialidad,latitud,longitud,hospital
D086,Dra. Ixchel Carranza Martinez,Cirugía de Tórax,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D087,Dra. Ixchel Carranza Martinez,Cirugía de Tórax,19.31271740346205,-99.21995782806168,Hospital Angeles del Pedregal
D088,Dra. Gabriela Alheli Guillen Hernández,"Cirugía General, Cirugía Oncológica",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D089,Dr. Marco Antonio Loera Torres,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D090,Dr. Marco Antonio Loera Torres,Cirugía General,19.434515273605644,-99.19060787039004,Hospital Angeles Santa Mónica
D091,Dr. Luis Ángel Hernández  Sandoval,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D092,Dr. Jorge Montalvo Hernández,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D093,Dr. Alejandro Cruz Zarate,"Cirugía General, Endoscopía",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D094,Dr. Francisco Lopez Sachiñas,"Cirugía General, Cirugía Oncológica",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D095,Dr. Andres Olivares Ronces,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D096,Dra. Diana Isabel Chavarria Resendiz,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D097,Dr. Eduardo Villegas Tovar,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D098,Dr. Eduardo Villegas Tovar,Cirugía General,19.31271740346205,-99.21995782806168,Hospital Angeles del Pedregal
D099,Dr. Isidoro Aczel Sánchez Cedillo,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D100,Dr. Isidoro Aczel Sánchez Cedillo,Cirugía General,19.42159522913525,-99.156159573517,Hospital Angeles Clínica Londres
D101,Dr. Héctor Faustino Noyola Villalobos,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D102,Dr. Héctor Faustino Noyola Villalobos,Cirugía General,19.39500767995293,-99.27995877648016,Hospital Angeles Lomas
D103,Dr. José Luis Rodríguez Díaz,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D104,Dr. Benjamin Paul Sánchez Tamariz,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D105,Dr. Ezequiel Gabriel Bastidas Meza,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D106,Dr. Omar Vásquez Gómez,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D107,Dra. Doris Michelle Palacios Rivera,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D108,Dr. Ricardo Daniel Romero Morelos,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D109,Dr. Ricardo Daniel Romero Morelos,Cirugía General,19.31271740346205,-99.21995782806168,Hospital Angeles del Pedregal
D110,Dr. Alejandro Díaz Girón Gidi,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D111,Dr. Alejandro Díaz Girón Gidi,Cirugía General,19.31271740346205,-99.21995782806168,Hospital Angeles del Pedregal
D112,Dr. Enrique Zárate Ceron,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D113,Dr. Alfredo Rafael Castro Villamour,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D114,Dr. Benjamin Gómez Ponce,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D115,Dr. JORGE ENRIQUE  MONGES JONES,"Cirugía General, Cirugía Oncológica",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D116,Dra. Eva Maria Ramírez Aviles,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D117,Dr. Juan Carlos Moreno Rojas,"Angiología y Cirugía Vascular y Endovascular, Cirugía General, Medicina General",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D118,Dra. Yolotzi Zuniga Garcia,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D119,Dra. Hilda Saraí Zavala Vázquez,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D120,Dr. Ricardo Villa Sierra,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D121,Dr. Ulises Jesus Chávez Villanueva,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D122,Dr. Eduardo Vidrio Duarte,"Cirugía General, Gastrocirugía",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D123,Dr. Eduardo Vidrio Duarte,"Cirugía General, Gastrocirugía",19.407132355681377,-99.1666021943711,Hospital Angeles Metropolitano
D124,Dr. Jesús Alberto Bahena Aponte,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D125,Dr. Jesús Alberto Bahena Aponte,Cirugía General,19.31271740346205,-99.21995782806168,Hospital Angeles del Pedregal
D126,Dr. Braulio Aaron Crisanto Campos,"Cirugía General, Endoscopía, Gastrocirugía",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D127,Dr. Carlos Enrique  López  Betancourt,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D128,Dr. Héctor José Luna Ortiz,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D129,Dr. Fernando Cerón Rodríguez,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D130,Dr. David Jonatan  Ampudia  Chávez,"Cirugía General, Endoscopía, Gastrocirugía",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D131,Dr. Óscar Alberto  Zumarán Cuéllar,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D132,Dr. Quintín Héctor González Contreras,"Cirugía General, Coloproctología, Gastrocirugía",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D133,Dr. Luis Roberto García Arrona,"Cirugía General, Endoscopía",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D134,Dr. Leopoldo Ernesto  Castañeda  Martínez,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D135,Dr. Hernán Gustavo Maydón González,"Cirugía General, Gastrocirugía",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D136,Dr. Óscar Santes Jasso,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D137,Dr. William Montenegro Molina,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D138,Dr. Iván Hernández Altamirano,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D139,Dr. Hernan Martín Fraga Herrera,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D140,Dr. Luis Fernando Palacio Pizano,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D141,Dr. Jafet Israel  Hernández Zavala,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D142,Dr. Antonio Torres Trejo,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D143,Dr. Fernando Barbosa Villareal,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D144,Dr. Raúl  García Cano Sánchez,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D145,Dra. María del Pilar Leal Leyte,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D146,Dr. Javier  Carrillo Dartigues,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D147,Dr. Raymundo Abarca Mass,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D148,Dr. Mario Caneda Mejía,"Cirugía General, Endoscopía",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D149,Dr. Mario Caneda Mejía,"Cirugía General, Endoscopía",19.407132355681377,-99.1666021943711,Hospital Angeles Metropolitano
D150,Dr. Pablo Magaña Mainero,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D151,Dr. Pablo Magaña Mainero,Cirugía General,19.42159522913525,-99.156159573517,Hospital Angeles Clínica Londres
D152,Dr. Adrián  Martínez  Herrera,"Cirugía General, Coloproctología",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D153,Dr. Adrián  Martínez  Herrera,"Cirugía General, Coloproctología",19.42159522913525,-99.156159573517,Hospital Angeles Clínica Londres
D154,Dr. Julio César Sotelo Estévez,"Cirugía General, Endoscopía",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D155,Dra. Gloria María Cid de León  Moreno,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D156,Dr. Jorge Cerecedo Rodríguez,"Cirugía General, Endoscopía",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D157,Dr. Sinue Cázarez Huazano,"Cirugía General, Coloproctología",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D158,Dr. Eduardo  Morales Hernández,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D159,Dr. Francisco  Pérez  López,"Cirugía General, Endoscopía, Gastrocirugía",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D160,Dr. Francisco  Pérez  López,"Cirugía General, Endoscopía, Gastrocirugía",19.31271740346205,-99.21995782806168,Hospital Angeles del Pedregal
D161,Dr. Fernando Ramón  Corona  Mendoza,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D162,Dr. Arturo Pabel Miranda Aguirre,"Cirugía General, Cirugía Oncológica",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D163,Dr. Juan Manuel  Tarelo Saucedo,"Cirugía Cardiovascular, Cirugía General",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D164,Dr. Omar Felipe  Gaytán  Fuentes,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D165,Dr. Daniel Zamora Valdes,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D166,Dr. ALEJANDRO  OLIVARES MEMBRILLO,"Cirugía General, Endoscopía",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D167,Dr. José Salmerón  Silva,"Angiología y Cirugía Vascular y Endovascular, Cirugía General",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D168,Dr. Graciano Edgardo Hernández  Gómez,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D169,Dr. Carlos  López  Caballero,Cirugía General,19.415371788050187,-99.15555235731414,Hospital Angeles Roma
D170,Dr. Carlos  López  Caballero,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D171,Dra. Adriana  Diaz Coppe Gutierrez,"Cirugía General, Endoscopía, Gastrocirugía",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D172,Dra. Adriana  Diaz Coppe Gutierrez,"Cirugía General, Endoscopía, Gastrocirugía",19.31271740346205,-99.21995782806168,Hospital Angeles del Pedregal
D173,Dr. Mario Aranda Meza,"Cirugía General, Endoscopía",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D174,Dr. Daniel Zamora Valdés,Cirugía General,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D175,Dr. Gerardo  Barajas  Llanes,Cirugía Neurológica,20.56344456189436,-100.3580050196104,Hospital Angeles Centro Sur
D176,Dr. Gerardo  Barajas  Llanes,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D177,Dr. Alfonso Vega  Sosa,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D178,Dr. Alfonso Vega  Sosa,Cirugía Neurológica,19.31271740346205,-99.21995782806168,Hospital Angeles del Pedregal
D179,Dr. José Augusto  Ruiz  Gurria,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D180,Dr. Alan Hernández Hernández,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D181,Dr. OSCAR NOÉ GARCÍA GALAVIZ,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D182,Dr. OSCAR NOÉ GARCÍA GALAVIZ,Cirugía Neurológica,19.31271740346205,-99.21995782806168,Hospital Angeles del Pedregal
D183,Dr. Ignacio Pavel Navarro Chávez,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D184,Dr. Ignacio Pavel Navarro Chávez,Cirugía Neurológica,19.42159522913525,-99.156159573517,Hospital Angeles Clínica Londres
D185,Dr. Alejandro Ventura Rendon,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D186,Dr. Sebastián Rodrigo  Román  Gonzalez,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D187,Dr. Daniel Ballesteros  Herrera,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D188,Dr. Aldo Gabriel   Eguiluz Melendez,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D189,Dr. ALFONSO ARELLANO  REYNOSO,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D190,Dr. Héctor Sebastián Velasco Torres,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D191,Dr. Apolinar  De la Luz  Lagunas,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D192,Dr. Cuauhtémoc  Gil Ortiz  Mejía,"Cirugía Neurológica, Microcirugía",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D193,Dr. Eibar Ernesto Cabrera Aldana,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D194,Dr. Mauricio Armando Esqueda Liquidano,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D195,Dr. Manuel Moreno Hernández,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D196,Dr. José Omar Navarro Fernández,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D197,Dr. Xicotencatl Pérez Sánchez,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D198,Dr. José Emilio Pablo Gopar,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D199,Dr. Salvador Ortega Cortés,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D200,Dr. Jorge Manuel Navarro Bonnet,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D201,Dra. Paula Alejandra  Benitez Gasca,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D202,Dra. Lizbeth Itzel Sandoval Olivares,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D203,Dr. Gervith Reyes Soto,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D204,Dr. Héctor Humberto Gómez Acevedo,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D205,Dr. Miguel Antonio Sandoval Balanzario,Cirugía Neurológica,19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
D206,Dr. Miguel Antonio Sandoval Balanzario,Cirugía Neurológica,19.31271740346205,-99.21995782806168,Hospital Angeles del Pedregal
D207,Dr. Louis Valéry Carius Estrada,"Cirugía Neurológica, Cirugía Neurológica Pediátrica",19.30015150075668,-99.13521934890532,Hospital Angeles Acoxpa
